0,16,monti,0
1,22,golfi,4
2,2,del,0
3,0,Quel,2
4,1,ramo,2
5,3,lago,3
6,5,Como,2
7,6,che,1
8,1,ramo,1
9,0,Quel,2
10,3,lago,2
11,11,due,0
12,12,catene,2
13,9,mezzogiorno,0
14,14,interrotte,1
15,9,mezzogiorno,10
16,17,tutto,2
17,14,interrotte,1
18,14,interrotte,4
19,16,monti,0
20,17,tutto,3
21,21,a,0
22,26,sporgere,3
23,29,rientrare,0
24,24,seconda,2
25,25,dello,4
26,26,sporgere,4
27,33,quasi,4
28,29,rientrare,2
29,38,ristringersi,6
30,36,tratto,0
31,36,tratto,4
