0,35,segni,1
1,0,figura,3
2,0,figura,4
3,2,fiume,0
4,3,tra,0
5,4,un,1
6,5,promontorio,3
7,5,promontorio,7
8,7,destra,3
9,7,destra,1
10,10,ampia,1
11,11,costiera,5
12,9,un,0
13,12,dall,3
14,14,parte,4
15,17,ponte,4
16,14,parte,2
17,20,congiunge,1
18,21,le,1
19,24,par,0
20,25,che,1
21,20,congiunge,4
22,26,renda,3
23,28,più,0
24,29,sensibile,5
25,25,che,2
26,26,renda,4
27,31,occhio,0
28,33,trasformazione,4
29,34,e,0
30,31,occhio,4
31,35,segni,3
32,40,il,0
