0,14,altro,2
1,0,torrenti,5
2,1,scende,4
3,2,appoggiata,4
4,4,due,0
5,5,monti,3
6,7,l,0
7,9,detto,4
8,11,san,2
9,6,contigui,0
10,12,Martino,4
11,14,altro,3
12,16,voce,2
13,17,lombarda,4
14,19,Resegone,3
15,21,molti,2
16,21,molti,4
17,23,cocuzzoli,1
18,22,suoi,3
19,23,cocuzzoli,4
20,25,fila,3
21,28,vero,2
22,30,fanno,3
23,30,fanno,1
24,31,somigliare,7
25,34,sega,0
26,34,sega,3
27,35,talchè,4
28,31,somigliare,2
29,33,una,1
30,41,vederlo,5
31,30,fanno,2
32,5,monti,3
