0,37,grossi,5
1,0,cessa,4
2,0,cessa,4
3,4,rincomincia,0
4,4,rincomincia,9
5,5,per,2
6,6,ripigliar,7
7,6,ripigliar,2
8,8,nome,2
9,11,dove,0
10,12,le,1
11,14,allontanandosi,3
12,13,rive,2
13,14,allontanandosi,10
14,16,nuovo,2
15,11,dove,3
16,17,lascian,4
17,20,distendersi,0
18,16,nuovo,3
19,22,rallentarsi,5
20,24,nuovi,0
21,26,e,0
22,27,in,1
23,28,nuovi,2
24,30,La,0
25,32,formata,0
26,32,formata,4
27,34,deposito,0
28,35,di,0
29,31,costiera,7
